location_iso,location_code,target_end_date,epiweek,hospitalizations
US-ID,16,2025-02-08,202506,175.0
US-ID,16,2025-02-15,202507,152.0
US-ID,16,2025-02-22,202508,152.0
US-ID,16,2025-03-01,202509,124.0
US-ID,16,2025-03-08,202510,95.0
US-ID,16,2025-03-15,202511,99.0
US-ID,16,2025-03-22,202512,83.0
US-ID,16,2025-03-29,202513,50.0
US-ID,16,2025-04-05,202514,27.0
US-ID,16,2025-04-12,202515,27.0
US-ID,16,2025-04-19,202516,13.0
US-ID,16,2025-04-26,202517,21.0
US-ID,16,2025-05-03,202518,16.0
US-ID,16,2025-05-10,202519,11.0
US-ID,16,2025-05-17,202520,11.0
US-ID,16,2025-05-24,202521,11.0
US-ID,16,2025-05-31,202522,5.0
US-ID,16,2025-06-07,202523,7.0
US-ID,16,2025-06-14,202524,9.0
US-ID,16,2025-06-21,202525,7.0
US-ID,16,2025-06-28,202526,1.0
US-ID,16,2025-07-05,202527,5.0
US-ID,16,2025-07-12,202528,4.0
US-ID,16,2025-07-19,202529,2.0
US-ID,16,2025-07-26,202530,2.0
US-ID,16,2025-08-02,202531,2.0
US-ID,16,2025-08-09,202532,2.0
US-ID,16,2025-08-16,202533,1.0
US-ID,16,2025-08-23,202534,1.0
US-ID,16,2025-08-30,202535,3.0
US-ID,16,2025-09-06,202536,0.0
US-ID,16,2025-09-13,202537,3.0
US-ID,16,2025-09-20,202538,1.0
US-ID,16,2025-09-27,202539,0.0
US-ID,16,2025-10-04,202540,2.0
US-ID,16,2025-10-11,202541,1.0
US-ID,16,2025-10-18,202542,4.0
US-ID,16,2025-10-25,202543,4.0
US-ID,16,2025-11-01,202544,8.0
US-ID,16,2025-11-08,202545,20.0
US-ID,16,2025-11-15,202546,11.0
US-ID,16,2025-11-22,202547,27.0
US-ID,16,2025-11-29,202548,29.0
US-ID,16,2025-12-06,202549,45.0
US-ID,16,2025-12-13,202550,35.0
US-ID,16,2025-12-20,202551,102.0
US-ID,16,2025-12-27,202552,152.0
US-ID,16,2026-01-03,202553,235.0
US-ID,16,2026-01-10,202601,157.0
US-ID,16,2026-01-17,202602,120.0
US-ID,16,2026-01-24,202603,97.0
US-ID,16,2026-01-31,202604,101.0
US-ID,16,2026-02-07,202605,107.0
US-ID,16,2026-02-14,202606,116.0
US-ID,16,2026-02-21,202607,119.0
US-ID,16,2026-02-28,202608,106.0
US-ID,16,2026-03-07,202609,68.0
US-ID,16,2026-03-14,202610,75.0
US-ID,16,2026-03-21,202611,50.0
US-ID,16,2026-03-28,202612,47.0
US-ID,16,2026-04-04,202613,26.0
US-ID,16,2026-04-11,202614,15.0
US-ID,16,2026-04-18,202615,7.0
US-ID,16,2026-04-25,202616,7.0
US-ID,16,2026-05-02,202617,7.0
US-ID,16,2026-05-09,202618,8.0
US-ID,16,2026-05-16,202619,8.0
US-ID,16,2026-05-23,202620,3.0
US-IL,17,2024-01-06,202401,511.0
US-IL,17,2024-01-13,202402,380.0
US-IL,17,2024-01-20,202403,335.0
US-IL,17,2024-01-27,202404,275.0
US-IL,17,2024-02-03,202405,272.0
US-IL,17,2024-02-10,202406,250.0
US-IL,17,2024-02-17,202407,262.0
US-IL,17,2024-02-24,202408,318.0
US-IL,17,2024-03-02,202409,331.0
US-IL,17,2024-03-09,202410,267.0
US-IL,17,2024-03-16,202411,250.0
US-IL,17,2024-03-23,202412,212.0
US-IL,17,2024-03-30,202413,201.0
US-IL,17,2024-04-06,202414,182.0
US-IL,17,2024-04-13,202415,186.0
US-IL,17,2024-04-20,202416,122.0
US-IL,17,2024-04-27,202417,88.0
US-IL,17,2024-05-04,202418,43.0
US-IL,17,2024-05-11,202419,13.0
US-IL,17,2024-05-18,202420,10.0
US-IL,17,2024-05-25,202421,9.0
US-IL,17,2024-06-01,202422,9.0
US-IL,17,2024-06-08,202423,8.0
US-IL,17,2024-06-15,202424,9.0
US-IL,17,2024-06-22,202425,6.0
US-IL,17,2024-06-29,202426,6.0
US-IL,17,2024-07-06,202427,8.0
US-IL,17,2024-07-13,202428,5.0
US-IL,17,2024-07-20,202429,4.0
US-IL,17,2024-07-27,202430,3.0
US-IL,17,2024-08-03,202431,4.0
US-IL,17,2024-08-10,202432,6.0
US-IL,17,2024-08-17,202433,1.0
US-IL,17,2024-08-24,202434,3.0
US-IL,17,2024-08-31,202435,3.0
US-IL,17,2024-09-07,202436,1.0
US-IL,17,2024-09-14,202437,6.0
US-IL,17,2024-09-21,202438,7.0
US-IL,17,2024-09-28,202439,4.0
US-IL,17,2024-10-05,202440,2.0
US-IL,17,2024-10-12,202441,1.0
US-IL,17,2024-10-19,202442,5.0
US-IL,17,2024-10-26,202443,12.0
US-IL,17,2024-11-02,202444,27.0
US-IL,17,2024-11-09,202445,36.0
US-IL,17,2024-11-16,202446,34.0
US-IL,17,2024-11-23,202447,86.0
US-IL,17,2024-11-30,202448,83.0
US-IL,17,2024-12-07,202449,107.0
US-IL,17,2024-12-14,202450,242.0
US-IL,17,2024-12-21,202451,489.0
US-IL,17,2024-12-28,202452,1143.0
US-IL,17,2025-01-04,202501,1595.0
US-IL,17,2025-01-11,202502,1410.0
US-IL,17,2025-01-18,202503,1383.0
US-IL,17,2025-01-25,202504,1728.0
US-IL,17,2025-02-01,202505,2146.0
US-IL,17,2025-02-08,202506,2369.0
US-IL,17,2025-02-15,202507,2064.0
US-IL,17,2025-02-22,202508,1706.0
US-IL,17,2025-03-01,202509,1311.0
US-IL,17,2025-03-08,202510,960.0
US-IL,17,2025-03-15,202511,718.0
US-IL,17,2025-03-22,202512,509.0
US-IL,17,2025-03-29,202513,355.0
US-IL,17,2025-04-05,202514,297.0
US-IL,17,2025-04-12,202515,156.0
US-IL,17,2025-04-19,202516,156.0
US-IL,17,2025-04-26,202517,124.0
US-IL,17,2025-05-03,202518,81.0
US-IL,17,2025-05-10,202519,58.0
US-IL,17,2025-05-17,202520,52.0
US-IL,17,2025-05-24,202521,74.0
US-IL,17,2025-05-31,202522,56.0
US-IL,17,2025-06-07,202523,28.0
US-IL,17,2025-06-14,202524,24.0
US-IL,17,2025-06-21,202525,23.0
US-IL,17,2025-06-28,202526,33.0
US-IL,17,2025-07-05,202527,42.0
US-IL,17,2025-07-12,202528,30.0
US-IL,17,2025-07-19,202529,11.0
US-IL,17,2025-07-26,202530,7.0
US-IL,17,2025-08-02,202531,14.0
US-IL,17,2025-08-09,202532,11.0
US-IL,17,2025-08-16,202533,16.0
US-IL,17,2025-08-23,202534,11.0
US-IL,17,2025-08-30,202535,7.0
US-IL,17,2025-09-06,202536,5.0
US-IL,17,2025-09-13,202537,12.0
US-IL,17,2025-09-20,202538,9.0
US-IL,17,2025-09-27,202539,7.0
US-IL,17,2025-10-04,202540,14.0
US-IL,17,2025-10-11,202541,15.0
US-IL,17,2025-10-18,202542,27.0
US-IL,17,2025-10-25,202543,21.0
US-IL,17,2025-11-01,202544,38.0
US-IL,17,2025-11-08,202545,29.0
US-IL,17,2025-11-15,202546,47.0
US-IL,17,2025-11-22,202547,87.0
US-IL,17,2025-11-29,202548,132.0
US-IL,17,2025-12-06,202549,200.0
US-IL,17,2025-12-13,202550,264.0
US-IL,17,2025-12-20,202551,611.0
US-IL,17,2025-12-27,202552,1491.0
US-IL,17,2026-01-03,202553,1741.0
US-IL,17,2026-01-10,202601,1193.0
US-IL,17,2026-01-17,202602,751.0
US-IL,17,2026-01-24,202603,654.0
US-IL,17,2026-01-31,202604,554.0
US-IL,17,2026-02-07,202605,532.0
US-IL,17,2026-02-14,202606,557.0
US-IL,17,2026-02-21,202607,579.0
US-IL,17,2026-02-28,202608,355.0
US-IL,17,2026-03-07,202609,381.0
US-IL,17,2026-03-14,202610,240.0
US-IL,17,2026-03-21,202611,185.0
US-IL,17,2026-03-28,202612,103.0
US-IL,17,2026-04-04,202613,103.0
US-IL,17,2026-04-11,202614,96.0
US-IL,17,2026-04-18,202615,85.0
US-IL,17,2026-04-25,202616,78.0
US-IL,17,2026-05-02,202617,27.0
US-IL,17,2026-05-09,202618,44.0
US-IL,17,2026-05-16,202619,24.0
US-IL,17,2026-05-23,202620,21.0
US-IN,18,2024-01-06,202401,521.0
US-IN,18,2024-01-13,202402,443.0
US-IN,18,2024-01-20,202403,402.0
US-IN,18,2024-01-27,202404,428.0
US-IN,18,2024-02-03,202405,453.0
US-IN,18,2024-02-10,202406,487.0
US-IN,18,2024-02-17,202407,439.0
US-IN,18,2024-02-24,202408,419.0
US-IN,18,2024-03-02,202409,390.0
US-IN,18,2024-03-09,202410,414.0
US-IN,18,2024-03-16,202411,275.0
US-IN,18,2024-03-23,202412,174.0
US-IN,18,2024-03-30,202413,175.0
US-IN,18,2024-04-06,202414,166.0
US-IN,18,2024-04-13,202415,112.0
US-IN,18,2024-04-20,202416,61.0
US-IN,18,2024-04-27,202417,46.0
US-IN,18,2024-05-04,202418,36.0
US-IN,18,2024-05-11,202419,12.0
US-IN,18,2024-05-18,202420,11.0
US-IN,18,2024-05-25,202421,4.0
US-IN,18,2024-06-01,202422,5.0
US-IN,18,2024-06-08,202423,5.0
US-IN,18,2024-06-15,202424,2.0
US-IN,18,2024-06-22,202425,5.0
US-IN,18,2024-06-29,202426,3.0
US-IN,18,2024-07-06,202427,3.0
US-IN,18,2024-07-13,202428,3.0
US-IN,18,2024-07-20,202429,0.0
US-IN,18,2024-07-27,202430,1.0
US-IN,18,2024-08-03,202431,1.0
US-IN,18,2024-08-10,202432,0.0
US-IN,18,2024-08-17,202433,3.0
US-IN,18,2024-08-24,202434,2.0
US-IN,18,2024-08-31,202435,1.0
US-IN,18,2024-09-07,202436,0.0
US-IN,18,2024-09-14,202437,4.0
US-IN,18,2024-09-21,202438,6.0
US-IN,18,2024-09-28,202439,3.0
US-IN,18,2024-10-05,202440,4.0
US-IN,18,2024-10-12,202441,3.0
US-IN,18,2024-10-19,202442,3.0
US-IN,18,2024-10-26,202443,3.0
US-IN,18,2024-11-02,202444,14.0
US-IN,18,2024-11-09,202445,28.0
US-IN,18,2024-11-16,202446,26.0
US-IN,18,2024-11-23,202447,32.0
US-IN,18,2024-11-30,202448,41.0
US-IN,18,2024-12-07,202449,65.0
US-IN,18,2024-12-14,202450,142.0
US-IN,18,2024-12-21,202451,288.0
US-IN,18,2024-12-28,202452,590.0
US-IN,18,2025-01-04,202501,829.0
US-IN,18,2025-01-11,202502,523.0
US-IN,18,2025-01-18,202503,542.0
US-IN,18,2025-01-25,202504,788.0
US-IN,18,2025-02-01,202505,1295.0
US-IN,18,2025-02-08,202506,1711.0
US-IN,18,2025-02-15,202507,1717.0
US-IN,18,2025-02-22,202508,1649.0
US-IN,18,2025-03-01,202509,1210.0
US-IN,18,2025-03-08,202510,900.0
US-IN,18,2025-03-15,202511,599.0
US-IN,18,2025-03-22,202512,392.0
US-IN,18,2025-03-29,202513,237.0
US-IN,18,2025-04-05,202514,126.0
US-IN,18,2025-04-12,202515,87.0
US-IN,18,2025-04-19,202516,52.0
US-IN,18,2025-04-26,202517,43.0
US-IN,18,2025-05-03,202518,34.0
US-IN,18,2025-05-10,202519,27.0
US-IN,18,2025-05-17,202520,25.0
US-IN,18,2025-05-24,202521,18.0
US-IN,18,2025-05-31,202522,20.0
US-IN,18,2025-06-07,202523,15.0
US-IN,18,2025-06-14,202524,5.0
US-IN,18,2025-06-21,202525,11.0
US-IN,18,2025-06-28,202526,15.0
US-IN,18,2025-07-05,202527,10.0
US-IN,18,2025-07-12,202528,4.0
US-IN,18,2025-07-19,202529,7.0
US-IN,18,2025-07-26,202530,6.0
US-IN,18,2025-08-02,202531,7.0
US-IN,18,2025-08-09,202532,12.0
US-IN,18,2025-08-16,202533,8.0
US-IN,18,2025-08-23,202534,9.0
US-IN,18,2025-08-30,202535,10.0
US-IN,18,2025-09-06,202536,13.0
US-IN,18,2025-09-13,202537,11.0
US-IN,18,2025-09-20,202538,13.0
US-IN,18,2025-09-27,202539,7.0
US-IN,18,2025-10-04,202540,18.0
US-IN,18,2025-10-11,202541,12.0
US-IN,18,2025-10-18,202542,17.0
US-IN,18,2025-10-25,202543,17.0
US-IN,18,2025-11-01,202544,19.0
US-IN,18,2025-11-08,202545,22.0
US-IN,18,2025-11-15,202546,41.0
US-IN,18,2025-11-22,202547,60.0
US-IN,18,2025-11-29,202548,86.0
US-IN,18,2025-12-06,202549,118.0
US-IN,18,2025-12-13,202550,163.0
US-IN,18,2025-12-20,202551,351.0
US-IN,18,2025-12-27,202552,699.0
US-IN,18,2026-01-03,202553,906.0
US-IN,18,2026-01-10,202601,642.0
US-IN,18,2026-01-17,202602,383.0
US-IN,18,2026-01-24,202603,316.0
US-IN,18,2026-01-31,202604,335.0
US-IN,18,2026-02-07,202605,350.0
US-IN,18,2026-02-14,202606,277.0
US-IN,18,2026-02-21,202607,359.0
US-IN,18,2026-02-28,202608,292.0
US-IN,18,2026-03-07,202609,288.0
US-IN,18,2026-03-14,202610,246.0
US-IN,18,2026-03-21,202611,185.0
US-IN,18,2026-03-28,202612,58.0
US-IN,18,2026-04-04,202613,51.0
US-IN,18,2026-04-11,202614,31.0
US-IN,18,2026-04-18,202615,39.0
US-IN,18,2026-04-25,202616,21.0
US-IN,18,2026-05-02,202617,21.0
US-IN,18,2026-05-09,202618,18.0
US-IN,18,2026-05-16,202619,18.0
US-IN,18,2026-05-23,202620,14.0
US-IA,19,2024-01-06,202401,94.0
US-IA,19,2024-01-13,202402,84.0
US-IA,19,2024-01-20,202403,95.0
US-IA,19,2024-01-27,202404,76.0
US-IA,19,2024-02-03,202405,107.0
US-IA,19,2024-02-10,202406,112.0
US-IA,19,2024-02-17,202407,124.0
US-IA,19,2024-02-24,202408,157.0
US-IA,19,2024-03-02,202409,180.0
US-IA,19,2024-03-09,202410,178.0
US-IA,19,2024-03-16,202411,115.0
US-IA,19,2024-03-23,202412,94.0
US-IA,19,2024-03-30,202413,90.0
US-IA,19,2024-04-06,202414,82.0
US-IA,19,2024-04-13,202415,63.0
US-IA,19,2024-04-20,202416,53.0
US-IA,19,2024-04-27,202417,22.0
US-IA,19,2024-05-04,202418,9.0
US-IA,19,2024-05-11,202419,3.0
US-IA,19,2024-05-18,202420,3.0
US-IA,19,2024-05-25,202421,2.0
US-IA,19,2024-06-01,202422,1.0
US-IA,19,2024-06-08,202423,0.0
US-IA,19,2024-06-15,202424,1.0
US-IA,19,2024-06-22,202425,0.0
US-IA,19,2024-06-29,202426,1.0
US-IA,19,2024-07-06,202427,0.0
US-IA,19,2024-07-13,202428,1.0
US-IA,19,2024-07-20,202429,0.0
US-IA,19,2024-07-27,202430,1.0
US-IA,19,2024-08-03,202431,0.0
US-IA,19,2024-08-10,202432,0.0
US-IA,19,2024-08-17,202433,1.0
US-IA,19,2024-08-24,202434,2.0
US-IA,19,2024-08-31,202435,2.0
US-IA,19,2024-09-07,202436,1.0
US-IA,19,2024-09-14,202437,2.0
US-IA,19,2024-09-21,202438,0.0
US-IA,19,2024-09-28,202439,1.0
US-IA,19,2024-10-05,202440,1.0
US-IA,19,2024-10-12,202441,0.0
US-IA,19,2024-10-19,202442,1.0
US-IA,19,2024-10-26,202443,4.0
US-IA,19,2024-11-02,202444,5.0
US-IA,19,2024-11-09,202445,4.0
US-IA,19,2024-11-16,202446,5.0
US-IA,19,2024-11-23,202447,5.0
US-IA,19,2024-11-30,202448,4.0
US-IA,19,2024-12-07,202449,13.0
US-IA,19,2024-12-14,202450,23.0
US-IA,19,2024-12-21,202451,42.0
US-IA,19,2024-12-28,202452,118.0
US-IA,19,2025-01-04,202501,190.0
US-IA,19,2025-01-11,202502,266.0
US-IA,19,2025-01-18,202503,246.0
US-IA,19,2025-01-25,202504,304.0
US-IA,19,2025-02-01,202505,457.0
US-IA,19,2025-02-08,202506,607.0
US-IA,19,2025-02-15,202507,516.0
US-IA,19,2025-02-22,202508,404.0
US-IA,19,2025-03-01,202509,355.0
US-IA,19,2025-03-08,202510,271.0
US-IA,19,2025-03-15,202511,187.0
US-IA,19,2025-03-22,202512,99.0
US-IA,19,2025-03-29,202513,55.0
US-IA,19,2025-04-05,202514,43.0
US-IA,19,2025-04-12,202515,24.0
US-IA,19,2025-04-19,202516,11.0
US-IA,19,2025-04-26,202517,14.0
US-IA,19,2025-05-03,202518,4.0
US-IA,19,2025-05-10,202519,4.0
US-IA,19,2025-05-17,202520,1.0
US-IA,19,2025-05-24,202521,5.0
US-IA,19,2025-05-31,202522,4.0
US-IA,19,2025-06-07,202523,6.0
US-IA,19,2025-06-14,202524,1.0
US-IA,19,2025-06-21,202525,3.0
US-IA,19,2025-06-28,202526,2.0
US-IA,19,2025-07-05,202527,2.0
US-IA,19,2025-07-12,202528,0.0
US-IA,19,2025-07-19,202529,3.0
US-IA,19,2025-07-26,202530,0.0
US-IA,19,2025-08-02,202531,2.0
US-IA,19,2025-08-09,202532,1.0
US-IA,19,2025-08-16,202533,2.0
US-IA,19,2025-08-23,202534,3.0
US-IA,19,2025-08-30,202535,1.0
US-IA,19,2025-09-06,202536,2.0
US-IA,19,2025-09-13,202537,0.0
US-IA,19,2025-09-20,202538,3.0
US-IA,19,2025-09-27,202539,6.0
US-IA,19,2025-10-04,202540,1.0
US-IA,19,2025-10-11,202541,4.0
US-IA,19,2025-10-18,202542,1.0
US-IA,19,2025-10-25,202543,1.0
US-IA,19,2025-11-01,202544,3.0
US-IA,19,2025-11-08,202545,9.0
US-IA,19,2025-11-15,202546,8.0
US-IA,19,2025-11-22,202547,5.0
US-IA,19,2025-11-29,202548,19.0
US-IA,19,2025-12-06,202549,22.0
US-IA,19,2025-12-13,202550,30.0
US-IA,19,2025-12-20,202551,90.0
US-IA,19,2025-12-27,202552,263.0
US-IA,19,2026-01-03,202553,382.0
US-IA,19,2026-01-10,202601,280.0
US-IA,19,2026-01-17,202602,261.0
US-IA,19,2026-01-24,202603,241.0
US-IA,19,2026-01-31,202604,223.0
US-IA,19,2026-02-07,202605,231.0
US-IA,19,2026-02-14,202606,222.0
US-IA,19,2026-02-21,202607,199.0
US-IA,19,2026-02-28,202608,119.0
US-IA,19,2026-03-07,202609,77.0
US-IA,19,2026-03-14,202610,112.0
US-IA,19,2026-03-21,202611,68.0
US-IA,19,2026-03-28,202612,28.0
US-IA,19,2026-04-04,202613,20.0
US-IA,19,2026-04-11,202614,17.0
US-IA,19,2026-04-18,202615,16.0
US-IA,19,2026-04-25,202616,17.0
US-IA,19,2026-05-02,202617,12.0
US-IA,19,2026-05-09,202618,4.0
US-IA,19,2026-05-16,202619,4.0
US-IA,19,2026-05-23,202620,0.0
US-KS,20,2024-01-06,202401,93.0
US-KS,20,2024-01-13,202402,101.0
US-KS,20,2024-01-20,202403,66.0
US-KS,20,2024-01-27,202404,68.0
US-KS,20,2024-02-03,202405,113.0
US-KS,20,2024-02-10,202406,139.0
US-KS,20,2024-02-17,202407,111.0
US-KS,20,2024-02-24,202408,82.0
US-KS,20,2024-03-02,202409,87.0
US-KS,20,2024-03-09,202410,84.0
US-KS,20,2024-03-16,202411,95.0
US-KS,20,2024-03-23,202412,66.0
US-KS,20,2024-03-30,202413,66.0
US-KS,20,2024-04-06,202414,42.0
US-KS,20,2024-04-13,202415,27.0
US-KS,20,2024-04-20,202416,40.0
US-KS,20,2024-04-27,202417,27.0
US-KS,20,2024-05-04,202418,9.0
US-KS,20,2024-05-11,202419,5.0
US-KS,20,2024-05-18,202420,2.0
US-KS,20,2024-05-25,202421,5.0
US-KS,20,2024-06-01,202422,2.0
US-KS,20,2024-06-08,202423,5.0
US-KS,20,2024-06-15,202424,1.0
US-KS,20,2024-06-22,202425,1.0
US-KS,20,2024-06-29,202426,1.0
US-KS,20,2024-07-06,202427,0.0
US-KS,20,2024-07-13,202428,4.0
US-KS,20,2024-07-20,202429,0.0
US-KS,20,2024-07-27,202430,1.0
US-KS,20,2024-08-03,202431,1.0
US-KS,20,2024-08-10,202432,0.0
US-KS,20,2024-08-17,202433,1.0
US-KS,20,2024-08-24,202434,0.0
US-KS,20,2024-08-31,202435,0.0
US-KS,20,2024-09-07,202436,2.0
US-KS,20,2024-09-14,202437,0.0
US-KS,20,2024-09-21,202438,2.0
US-KS,20,2024-09-28,202439,1.0
US-KS,20,2024-10-05,202440,0.0
US-KS,20,2024-10-12,202441,0.0
US-KS,20,2024-10-19,202442,1.0
US-KS,20,2024-10-26,202443,3.0
US-KS,20,2024-11-02,202444,10.0
US-KS,20,2024-11-09,202445,7.0
US-KS,20,2024-11-16,202446,11.0
US-KS,20,2024-11-23,202447,17.0
US-KS,20,2024-11-30,202448,20.0
US-KS,20,2024-12-07,202449,36.0
US-KS,20,2024-12-14,202450,90.0
US-KS,20,2024-12-21,202451,120.0
US-KS,20,2024-12-28,202452,225.0
US-KS,20,2025-01-04,202501,353.0
US-KS,20,2025-01-11,202502,236.0
US-KS,20,2025-01-18,202503,200.0
US-KS,20,2025-01-25,202504,216.0
US-KS,20,2025-02-01,202505,390.0
US-KS,20,2025-02-08,202506,483.0
US-KS,20,2025-02-15,202507,519.0
US-KS,20,2025-02-22,202508,413.0
US-KS,20,2025-03-01,202509,308.0
US-KS,20,2025-03-08,202510,251.0
US-KS,20,2025-03-15,202511,164.0
US-KS,20,2025-03-22,202512,120.0
US-KS,20,2025-03-29,202513,68.0
US-KS,20,2025-04-05,202514,40.0
US-KS,20,2025-04-12,202515,29.0
US-KS,20,2025-04-19,202516,29.0
US-KS,20,2025-04-26,202517,9.0
US-KS,20,2025-05-03,202518,6.0
US-KS,20,2025-05-10,202519,4.0
US-KS,20,2025-05-17,202520,8.0
US-KS,20,2025-05-24,202521,11.0
US-KS,20,2025-05-31,202522,9.0
US-KS,20,2025-06-07,202523,2.0
US-KS,20,2025-06-14,202524,1.0
US-KS,20,2025-06-21,202525,5.0
US-KS,20,2025-06-28,202526,6.0
US-KS,20,2025-07-05,202527,3.0
US-KS,20,2025-07-12,202528,2.0
US-KS,20,2025-07-19,202529,3.0
US-KS,20,2025-07-26,202530,3.0
US-KS,20,2025-08-02,202531,3.0
US-KS,20,2025-08-09,202532,1.0
US-KS,20,2025-08-16,202533,0.0
US-KS,20,2025-08-23,202534,1.0
US-KS,20,2025-08-30,202535,1.0
US-KS,20,2025-09-06,202536,3.0
US-KS,20,2025-09-13,202537,5.0
US-KS,20,2025-09-20,202538,6.0
US-KS,20,2025-09-27,202539,7.0
US-KS,20,2025-10-04,202540,10.0
US-KS,20,2025-10-11,202541,13.0
US-KS,20,2025-10-18,202542,9.0
US-KS,20,2025-10-25,202543,16.0
US-KS,20,2025-11-01,202544,11.0
US-KS,20,2025-11-08,202545,6.0
US-KS,20,2025-11-15,202546,10.0
US-KS,20,2025-11-22,202547,8.0
US-KS,20,2025-11-29,202548,13.0
US-KS,20,2025-12-06,202549,22.0
US-KS,20,2025-12-13,202550,30.0
US-KS,20,2025-12-20,202551,101.0
US-KS,20,2025-12-27,202552,269.0
US-KS,20,2026-01-03,202553,353.0
US-KS,20,2026-01-10,202601,268.0
US-KS,20,2026-01-17,202602,189.0
US-KS,20,2026-01-24,202603,213.0
US-KS,20,2026-01-31,202604,214.0
US-KS,20,2026-02-07,202605,214.0
US-KS,20,2026-02-14,202606,211.0
US-KS,20,2026-02-21,202607,190.0
US-KS,20,2026-02-28,202608,130.0
US-KS,20,2026-03-07,202609,102.0
US-KS,20,2026-03-14,202610,62.0
US-KS,20,2026-03-21,202611,45.0
US-KS,20,2026-03-28,202612,17.0
US-KS,20,2026-04-04,202613,14.0
US-KS,20,2026-04-11,202614,11.0
US-KS,20,2026-04-18,202615,7.0
US-KS,20,2026-04-25,202616,9.0
US-KS,20,2026-05-02,202617,4.0
US-KS,20,2026-05-09,202618,3.0
US-KS,20,2026-05-16,202619,3.0
US-KS,20,2026-05-23,202620,5.0
US-KY,21,2024-01-06,202401,296.0
US-KY,21,2024-01-13,202402,240.0
US-KY,21,2024-01-20,202403,197.0
US-KY,21,2024-01-27,202404,251.0
US-KY,21,2024-02-03,202405,225.0
US-KY,21,2024-02-10,202406,284.0
US-KY,21,2024-02-17,202407,282.0
US-KY,21,2024-02-24,202408,279.0
US-KY,21,2024-03-02,202409,280.0
US-KY,21,2024-03-09,202410,190.0
US-KY,21,2024-03-16,202411,142.0
US-KY,21,2024-03-23,202412,129.0
US-KY,21,2024-03-30,202413,120.0
US-KY,21,2024-04-06,202414,102.0
US-KY,21,2024-04-13,202415,67.0
US-KY,21,2024-04-20,202416,46.0
US-KY,21,2024-04-27,202417,25.0
US-KY,21,2024-05-04,202418,10.0
US-KY,21,2024-05-11,202419,3.0
US-KY,21,2024-05-18,202420,5.0
US-KY,21,2024-05-25,202421,3.0
US-KY,21,2024-06-01,202422,5.0
US-KY,21,2024-06-08,202423,7.0
US-KY,21,2024-06-15,202424,3.0
US-KY,21,2024-06-22,202425,1.0
US-KY,21,2024-06-29,202426,1.0
US-KY,21,2024-07-06,202427,2.0
US-KY,21,2024-07-13,202428,0.0
US-KY,21,2024-07-20,202429,0.0
US-KY,21,2024-07-27,202430,0.0
US-KY,21,2024-08-03,202431,0.0
US-KY,21,2024-08-10,202432,0.0
US-KY,21,2024-08-17,202433,3.0
US-KY,21,2024-08-24,202434,3.0
US-KY,21,2024-08-31,202435,0.0
US-KY,21,2024-09-07,202436,0.0
US-KY,21,2024-09-14,202437,0.0
US-KY,21,2024-09-21,202438,2.0
US-KY,21,2024-09-28,202439,1.0
US-KY,21,2024-10-05,202440,0.0
US-KY,21,2024-10-12,202441,0.0
US-KY,21,2024-10-19,202442,2.0
US-KY,21,2024-10-26,202443,4.0
US-KY,21,2024-11-02,202444,7.0
US-KY,21,2024-11-09,202445,16.0
US-KY,21,2024-11-16,202446,18.0
US-KY,21,2024-11-23,202447,20.0
US-KY,21,2024-11-30,202448,24.0
US-KY,21,2024-12-07,202449,53.0
US-KY,21,2024-12-14,202450,79.0
US-KY,21,2024-12-21,202451,200.0
US-KY,21,2024-12-28,202452,515.0
US-KY,21,2025-01-04,202501,678.0
US-KY,21,2025-01-11,202502,463.0
US-KY,21,2025-01-18,202503,397.0
US-KY,21,2025-01-25,202504,439.0
US-KY,21,2025-02-01,202505,741.0
US-KY,21,2025-02-08,202506,1196.0
US-KY,21,2025-02-15,202507,1203.0
US-KY,21,2025-02-22,202508,896.0
US-KY,21,2025-03-01,202509,774.0
US-KY,21,2025-03-08,202510,633.0
US-KY,21,2025-03-15,202511,494.0
US-KY,21,2025-03-22,202512,372.0
US-KY,21,2025-03-29,202513,267.0
US-KY,21,2025-04-05,202514,175.0
US-KY,21,2025-04-12,202515,88.0
US-KY,21,2025-04-19,202516,49.0
US-KY,21,2025-04-26,202517,39.0
US-KY,21,2025-05-03,202518,21.0
US-KY,21,2025-05-10,202519,19.0
US-KY,21,2025-05-17,202520,15.0
US-KY,21,2025-05-24,202521,18.0
US-KY,21,2025-05-31,202522,21.0
US-KY,21,2025-06-07,202523,20.0
US-KY,21,2025-06-14,202524,19.0
US-KY,21,2025-06-21,202525,13.0
US-KY,21,2025-06-28,202526,12.0
US-KY,21,2025-07-05,202527,11.0
US-KY,21,2025-07-12,202528,8.0
US-KY,21,2025-07-19,202529,9.0
US-KY,21,2025-07-26,202530,16.0
US-KY,21,2025-08-02,202531,5.0
US-KY,21,2025-08-09,202532,2.0
US-KY,21,2025-08-16,202533,6.0
US-KY,21,2025-08-23,202534,4.0
US-KY,21,2025-08-30,202535,7.0
US-KY,21,2025-09-06,202536,8.0
US-KY,21,2025-09-13,202537,19.0
US-KY,21,2025-09-20,202538,14.0
US-KY,21,2025-09-27,202539,17.0
US-KY,21,2025-10-04,202540,15.0
US-KY,21,2025-10-11,202541,23.0
US-KY,21,2025-10-18,202542,19.0
US-KY,21,2025-10-25,202543,14.0
US-KY,21,2025-11-01,202544,13.0
